url,text,tags
https://www.youtube.com/watch?v=xiz3sEyBx-g&pp=ygUEbWF0aA%3D%3D," Instead of paying attention to books, because what happens in books, you pick up any book of maths, it doesn't cost money to go to the shop and see, go and see, they have made such a thick book and that too is not only of complete maths.","['Educational', 'math']"
https://www.youtube.com/watch?v=3LC0aHSL_Lc&pp=ygUEbWF0aA%3D%3D," Okay, so this looks like a pretty easy problem, but many of you are going to get this wrong, and you'll probably be a little bit shocked, but don't panic. I'm going to fully explain why you're probably going to get this wrong and how to avoid this particular mistake. Now, a lot of you are going to get this right as well. Let me go ahead and tell you the problem. We have 10 divided by 10 cubed. What is the answer? And we don't want to use our calculators. Put that away.","['Educational', 'math']"
https://www.youtube.com/watch?v=QdSUN96eQKY&pp=ygUEbWF0aA%3D%3D," Hello, One. What are you up to? Hello, Zero. Today's the big one. I'm going to count higher than I've ever counted before. Ooh! I've got ten fantastic flippers like this one. Ten tall towers like that one.","['Educational', 'math']"
https://www.youtube.com/watch?v=QU-XUmujbuM&pp=ygUEbWF0aA%3D%3D," Hi, I'm Rob. Welcome to Math Antics. In this lesson, it's finally time for us to learn about time. Like distance, time is something you can measure and represent as a number. But we use different units to measure time and also different devices to make the measurements.","['Educational', 'math']"
https://www.youtube.com/watch?v=eNJoht-Ce3Q&pp=ygUEbWF0aA%3D%3D," Hi guys, it's VT Chergon. In our today's video, we will talk about the long division. So without further ado, let's do this topic. So before we start guys, these are the steps on how to do long division. So we have four different steps. And when you finish this step, just repeat it until you get your final answer. So we have here, D stands for the divide. M, multiply.","['Educational', 'math']"
https://www.youtube.com/watch?v=Y6e4VL7GxDA&pp=ygUEbWF0aA%3D%3D," Do you like sushi? Choose the next episode at the end of the video. You had to wait no less than 30 years, my friends. Three decades to forget the fiasco of the very first movie of the Super Mario Brothers. Okay, I'm still in shock, of course. This ain't no game. Oh no, that's all except a game, my little man. Watch out, I'm telling you. I am Bowser. Stop the massacre! Ah, live action can wreak havoc, believe me.","['Educational', 'math']"
https://www.youtube.com/watch?v=h-CC6jDDahQ&pp=ygUEbWF0aA%3D%3D," Today let us revise the multiplication tables 1, 2, 10 The table of 1 1 1 is 1 2 1's are 2 3 1's are 3 4 1's are 4 5 1's are 5","['Educational', 'math']"
https://www.youtube.com/watch?v=ITOXb8K74is&pp=ygUEbWF0aA%3D%3D, 1 digit addition quiz for kids 2 plus 3 is equal to 5 Let's add the numbers 2 and 3 2 3 Now count together,"['Educational', 'math']"
https://www.youtube.com/watch?v=362JVVvgYPE&pp=ygUEbWF0aA%3D%3D," Oh, hi, everybody. Today, I'm going to talk to you about numbers, and fractions, and maybe even Kevin. Oh, I really like Kevin. OK, so we all know how to count things, right? Yes, of course you do. But do you know how to count parts of things? I will show you. First, we need something that we can count and also divide into equal parts. Uh, how about a pizza?","['Educational', 'math']"
https://www.youtube.com/watch?v=PCy77upPiw0&pp=ygUEbWF0aA%3D%3D," Friends, how are you all? Welcome to your own channel Explained For You. Friends, today we are going to talk about the rule of the board mask. The rule of the board mask is that dangerous thing, which when I saw for the first time, it said,","['Educational', 'math']"
https://www.youtube.com/watch?v=vlYWwA7l-HA&pp=ygUEbWF0aA%3D%3D," One person says, sir, maths does not have marks. Does it come in any other subject or not? That is important. Does it come in any other subject? That means you are not studying maths. Because this is there, but you are using it somewhere else.","['Educational', 'math']"
https://www.youtube.com/watch?v=ZQElzjCsl9o&pp=ygUEbWF0aA%3D%3D," Hi. I want to talk about understanding, and the nature of understanding, and what the essence of understanding is. Because understanding is something we aim for. Everyone. We want to understand things. My claim is that understanding has to do with the ability to change your perspective. If you don't have that, you don't have understanding.","['Educational', 'math']"
https://www.youtube.com/watch?v=rGMecZ_aERo&pp=ygUEbWF0aA%3D%3D," Today we are going to learn about division. Division is such an awesome thing to be able to do, and you're going to have it all figured out. You're going to learn how to divide in this video. And we're going to start off with a story. There's this kid named Ethan, and Ethan loves carrots. He loves carrots so much. He loves to snack on them. He loves when he gets to eat them. They're crunchy. They're tasty.","['Educational', 'math']"
https://www.youtube.com/watch?v=fb_v5Bc8PSk&pp=ygUEbWF0aA%3D%3D," In this video, I'm going to show you how to actually study math. I'm going to give you a step-by-step process that you can follow so you can sit down and actually learn some mathematics. And it really doesn't take that long. If you follow these steps, you'll be able to study smart and make effective use of your time.","['Educational', 'math']"
https://www.youtube.com/watch?v=FJAssUujLTc&pp=ygUEbWF0aA%3D%3D, Assalamualaikum Warahmatullahi Wabarakatuh my dear students,"['Educational', 'math']"
https://www.youtube.com/watch?v=0jHz0onTdsc&pp=ygUEbWF0aA%3D%3D," What's up, mother flippers? It's your boy, Duolingo. Coming at you with a new banger of an app, Duolingo Math. This is a certified hood classic. Give it a try, and I will show you one hell of a math. So what are you a piece of a digested ham sandwich of a loser waiting for? Head to App Store, search for Duolingo Math, and download now.","['Educational', 'math']"
https://www.youtube.com/watch?v=RQ2nYUBVvqI&pp=ygUEbWF0aA%3D%3D," Hi! Welcome to Math Antics. In this lesson, we're gonna learn about ratios. Well, what in the world's a ratio? Well, let's look it up in a math book to find out. It says here that a ratio is a comparison of two numbers by division.","['Educational', 'math']"
https://www.youtube.com/watch?v=EPe86sveyRY&pp=ygUEbWF0aA%3D%3D," You know, as a kid, I used to like math a lot. I liked it so much that I used to do it during my free time. And I was on my way to becoming the Jimmy Neutron, the Phineas and Ferb, you know, the smart characters in TV shows. And for consecutive years, like a dog who sticks by its owner, I was loyal to math. My answer to the question asked most during school, what's your favourite subject, has always been, without fail, math.","['Educational', 'math']"
https://www.youtube.com/watch?v=3uzTABTaX5k&pp=ygUEbWF0aA%3D%3D, hi everyone here we have a nice radical problem which is under root of root of 9 minus square root of 8 equals what so what are we going to do first here is,"['Educational', 'math']"
https://www.youtube.com/watch?v=DGKwdHMiqCg&pp=ygUEbWF0aA%3D%3D," Hi! Welcome to Math Antics. We're continuing our series on Geometry and today we're going to learn about angles. In our last video, we learned about points and lines, and that's good because we're going to need lines to make angles. So let's start with a couple of lines that are in the same plane. We're only going to be dealing with two-dimensional geometry in this video. These lines are conveniently called line AB and line CD.","['Educational', 'math']"
https://www.youtube.com/watch?v=1kQXnA445OY&pp=ygUEbWF0aA%3D%3D," Don't go to that side and cheat and study because this is your chance. I have brought a great trick. Whenever you want to multiply three numbers and zero is coming in the middle, how will you do it, sir? Blow it up and show me how to do it. First of all, you have to multiply these two. 6x4 is 24. Write whatever is written below. After that, multiply these two. 5x7 is 35. Write it here.","['Educational', 'math']"
https://www.youtube.com/watch?v=Mfggw8TBEyo&pp=ygUEbWF0aA%3D%3D, you,"['Educational', 'math']"
https://www.youtube.com/watch?v=JeVSmq1Nrpw&pp=ygUEbWF0aA%3D%3D," Hi! Welcome to Math Antics. Now that you know all about fractions from watching all of our fractions videos, it's time to learn about something called percentages. Percentages are super important. Have you ever been in a math class and heard another student ask the teacher, Um, excuse me, uh, teacher, uh, when are we ever gonna use this stuff? You know, like, in real life?","['Educational', 'math']"
https://www.youtube.com/watch?v=NOCsdhzo6Jg&pp=ygUEbWF0aA%3D%3D," It's 2, then 4, then 8, then it's 16, right? It's very nice. And you know, before I go on with this particular pattern, there's a fun story about it, a little known fact. Do you guys know the song Hallelujah, the one popular from Trent? Yeah, okay, we all know the song. Lots of different artists have played it. The original artist was Leonard Cohen. He was the one to write the lyrics. Few people know, he actually went through many, many different iterations of what the song would be.","['Educational', 'math']"
https://www.youtube.com/watch?v=r5P-f5arPXE&pp=ygUEbWF0aA%3D%3D," Oh boy, math riddles that will stump even your smartest friends! You know, math puzzles continue to become more and more popular. They seem very easy at first, but many people end up getting them all wrong. Do you want to test your logic skills? 1. Let's start easy. Take a look at your telephone's number pad and answer this. What number would you get if you multiply all of its numbers? You have some time to count.","['Educational', 'math']"
https://www.youtube.com/watch?v=yckPYJgjXeY&pp=ygUEbWF0aA%3D%3D, Working outside. I did about an hour of good work and then an hour of absolute wheel spinning. No progress. That's the way it goes. I just had a research paper published and I documented it every step of the way. This is what it took to write and publish this paper. Digital topological groups by Professor Daewoong Lee and me. Did about two hours today. Pretty discouraging results. We'll keep at it.,"['Educational', 'math']"
https://www.youtube.com/watch?v=1yFOe4lbvKM&pp=ygUEbWF0aA%3D%3D, I love you.,"['Educational', 'math']"
https://www.youtube.com/watch?v=lutAxQrIDKI&pp=ygUEbWF0aA%3D%3D," Good morning, kids! Welcome to the first week of our class. It's a week of fun and learning. I am Teacher Frel, your teacher in Math 3, Quarter 1, Week 1, Melt Base. Our lesson for today is about Visualizes numbers up to 10,000 with emphasis on numbers 1,001 to 10,000.","['Educational', 'math']"
https://www.youtube.com/watch?v=0iwilYlQIdk&pp=ygUEbWF0aA%3D%3D," Bonsoir, pensiez que j'allais vous abandonner pendant l'été, hein ? Que nenni ! Hé là-bas ! Hé là-bas ! Où est-ce que vous voulez que j'aille de toute façon ? Il n'y a qu'un intérieur que je peux porter des chemises ouvertes, sinon je suis trempé ! Été 2023, un grand cru ! Alors assieds-toi confortablement, parce que j'ai fait mes petits devoirs. J'ai été vous chercher les cinq histoires qui se cachent derrière des films ou des séries. Ah, je peux vous dire qu'il y a du croquant, bien sûr ! Histoire qu'en soirée, tu puisses lâcher tes petits... Dis donc !","['Educational', 'math']"
https://www.youtube.com/watch?v=tbqU9APUuYI&pp=ygUEbWF0aA%3D%3D, you,"['Educational', 'math']"
https://www.youtube.com/watch?v=GL28FDARts0&pp=ygUEbWF0aA%3D%3D," Assalamualaikum. Today I am going to teach you how to solve all the MCQs of the Trikonviti chapter with the help of a calculator. So you can see that I have taken many MCQs of the Trikonviti chapter here. So those of you who have a high score,","['Educational', 'math']"
https://www.youtube.com/watch?v=B1J6Ou4q8vE&pp=ygUEbWF0aA%3D%3D, you,"['Educational', 'math']"
https://www.youtube.com/watch?v=SEAKuerLbsk&pp=ygUEbWF0aA%3D%3D, Math. Addition flashcards. 1st and 2nd grades. You have about 9 seconds to answer. 5 plus 2 equals 7,"['Educational', 'math']"
https://www.youtube.com/watch?v=06cCHBlj2sw&pp=ygUEbWF0aA%3D%3D," Although the wizards at WizardWatch have not added MiraHawk here into WizardWatch, as you can see, we can take a look in our monster book, in our bestiary, and we can see that MiraHawk is live. That's right, here is MiraHawk. Look at that animation. Look how she","['Educational', 'math']"
https://www.youtube.com/watch?v=RJOyzfjUyx4&pp=ygUEbWF0aA%3D%3D," Welcome you all to a new video. In this video, we are going to discuss about Mathematical FA2 Question and Answer. In this video, we are going to discuss about Mathematical FA2 Question and Answer. In this video, we are going to discuss about Mathematical FA2 Question and Answer. In this video, we are going to discuss about Mathematical FA2 Question and Answer. In this video, we are going to discuss about Mathematical FA2 Question and Answer. In this video, we are going to discuss about Mathematical FA2 Question and Answer. In this video, we are going to discuss about Mathematical FA2 Question and Answer. In this video, we are going to discuss about Mathematical FA2 Question and Answer. In this video, we are going to discuss about Mathematical FA2 Question and Answer. In this video, we are going to discuss about Mathematical FA2 Question and Answer. In this video, we are going to discuss about Mathematical FA2 Question and Answer. In this video, we are going","['Educational', 'math']"
https://www.youtube.com/watch?v=rDds1_V6ZaM&pp=ygUEbWF0aA%3D%3D, hello everyone in this video we are solve this interesting math square root x plus square root minus x is equal to 4 we will find out what is the value of x in this radical problem so first of all i can say here is square root x,"['Educational', 'math']"
https://www.youtube.com/watch?v=85IWWaMpXc8&pp=ygUEbWF0aA%3D%3D," Okay, and the Hua-He Dance event is finally live. Of course, it's a bit late for NA, and I just couldn't make the video yesterday, but hopefully you still find this useful. So, we're gonna talk about how much you need to spend, especially crystals, energy, all of that, in order to maximize the event. So, previously, I believe the Dice events had 15 laps for the worlds, now it has 25.","['Educational', 'math']"
https://www.youtube.com/watch?v=sZLFpoeLYks&pp=ygUEbWF0aA%3D%3D, Hello and welcome. How to solve this radical equation that is the square root of x plus the square root of y equals to the square root of 250 in which x and y are integers. Now we are required to find the pair of values of x and y in integer form that satisfy the equation.,"['Educational', 'math']"
https://www.youtube.com/watch?v=SNOM4V_Xfes&pp=ygUEbWF0aA%3D%3D," Oh, hmm. Huh? Huh?","['Educational', 'math']"
https://www.youtube.com/watch?v=lCOlS_qn8RQ&pp=ygUEbWF0aA%3D%3D," First, draw a circle with diameter 1. Next, draw a square around it so the circle is perfectly inscribed in the square. Notice that this square has perimeter 4. If you add up all the lengths of its sides, each side is length 1, you get 4. Now remove the corners of the square and connect the shape to the circle in this way.","['Educational', 'math']"
https://www.youtube.com/watch?v=DynaLyMWfGc&pp=ygUEbWF0aA%3D%3D," Welcome to Math with Mr. J. In this video, I'm going to cover how to add, subtract, multiply, and divide mixed numbers.","['Educational', 'math']"
https://www.youtube.com/watch?v=eVm063xmnow&pp=ygUEbWF0aA%3D%3D," In the 16th century, the mathematician Robert Record wrote a book called The Whetstone of Wit to teach English students algebra. But he was getting tired of writing the words is equal to over and over. His solution? He replaced those words with two parallel horizontal line segments because the way he saw it, no two things can be more equal.","['Educational', 'math']"
https://www.youtube.com/watch?v=ciFWshTFTcM&pp=ygUEbWF0aA%3D%3D, Hello friend welcome to our channel Salma sir.,"['Educational', 'math']"
https://www.youtube.com/watch?v=tVHOBVAFjUw&pp=ygUEbWF0aA%3D%3D, Welcome to Kids Academy! Hi there! I'm Gwen. I live in Antarctica. Meet my cute fuzzy little penguins. They've been slipping and sliding in the snow all day.,"['Educational', 'math']"
https://www.youtube.com/watch?v=2iToueDar1I&pp=ygUEbWF0aA%3D%3D, Here you can see two equations. The first equation is a square root of a plus b square root of b is equal to 183 and the second equation is b square root of e plus a square root of b is equal to 182. We have to solve these two equations and find the value of a and b.,"['Educational', 'math']"
https://www.youtube.com/watch?v=HdU_rf7eMTI&pp=ygUEbWF0aA%3D%3D," Hi, welcome to Math Antics. In our video called, Long Division, we learned how to do division problems that had long, multi-digit dividends. The key was to break up the big division problem into a series of smaller and easier division steps. And that involved trying to divide the dividend one digit at a time… digit by digit.","['Educational', 'math']"
https://www.youtube.com/watch?v=T5Qf0qSSJFI&pp=ygUEbWF0aA%3D%3D," Hi, I'm Rob. Welcome to Math Antics. In this lesson, we're going to learn how our basic number system works and we're going to learn about an important concept called place value. The number system that we use in math is called Base 10 because it uses 10 different symbols for counting. Math could use other systems that are based on a different number, like Base 2 or Base 8, but I'll give you 10 guesses as to why the number 10 is such a popular choice.","['Educational', 'math']"
https://www.youtube.com/watch?v=7J1OkxuyLD0&pp=ygUEbWF0aA%3D%3D," Oh hi everybody! Today I am going to talk to you about numbers, and adding and subtracting numbers, and maybe even donuts. I really like donuts. So, we all know that numbers can be joined together to make bigger numbers. We call this adding. Adding!","['Educational', 'math']"
https://www.youtube.com/watch?v=Nmgl78a02ys&pp=ygUEbWF0aA%3D%3D," What kind of curve is uniquely defined by these two points? A line. How about three points? A circle. This basic geometry is ancient history. Euclid proved it more than 2,000 years ago in his Seminole Math Treatise, Elements.","['Educational', 'math']"
https://www.youtube.com/watch?v=hXnrSlIXFTI&pp=ygUEbWF0aA%3D%3D," Good morning, everybody. It's Beverly NeNe here, and today we'll be reacting to Animation vs. Math by Alan Becker. So starting off, we got Orange, a.k.a. The Second Coming. He's in a void, a black void. One? What? What is this? Letter? Or number? Oh, one equals one. Makes sense. Yes, yes.","['Educational', 'math']"
https://www.youtube.com/watch?v=mU9CrwyxxvI&pp=ygUEbWF0aA%3D%3D," If you want to divide a number by 5, you have to multiply the number above by 2.","['Educational', 'math']"
https://www.youtube.com/watch?v=Wn9t3jJVpTQ&pp=ygUEbWF0aA%3D%3D," A small business invests $9,900 in equipment to produce a product. Each unit of the product costs $0.65 to produce and is sold for $1.20. How many units of the product must be sold before the revenue received equals the total expense of production, including the initial investment in equipment.","['Educational', 'math']"
https://www.youtube.com/watch?v=gdSiPcog5qA&pp=ygUEbWF0aA%3D%3D," Okay, so it's not uncommon for math students to take a pretty simple problem and turn it into something that's more complex than it actually is. This is kind of like overthinking a math problem, and I think this problem here is that type of problem. Let me go ahead and read it to you. It says, if x minus 6 is equal to 12, then x plus 6 is equal to what number?","['Educational', 'math']"
https://www.youtube.com/watch?v=JOZSFwuyqok&pp=ygUEbWF0aA%3D%3D, Now let's work on problems involving ratios and proportions. Let's start with this one. A certain island contains 540 cats and 675 dogs. What is the ratio of cats to dogs on this island? One way in which we could do so is by setting up a fraction.,"['Educational', 'math']"
https://www.youtube.com/watch?v=-FkSSI65tq4&pp=ygUEbWF0aA%3D%3D," What's going on my ASVAB party people? Anderson here, your ASVAB coach. Let's go ahead and take care of a little challenge problem of the day. The only reason this is a challenge problem is because we're mixing in two separate topics, but they're pretty much one and the same here. We're mixing and solving equations, as you can clearly see behind the solutions to the equation. And we're also mixing together that with factoring polynomials. How do we get this done?","['Educational', 'math']"
https://www.youtube.com/watch?v=Jcqzve1WDRk&pp=ygUEbWF0aA%3D%3D," According to a study, 60% of the students who take board exams every year don't like maths. Maths is a subject that most children are afraid of and they don't understand maths at all. But you have to get a number, you have to pass anyway, so what should you do? How can you understand maths properly?","['Educational', 'math']"
https://www.youtube.com/watch?v=ggH4EfCC-r0&pp=ygUEbWF0aA%3D%3D," This is the longest math problem in the world. There's literally 10,000 digits on this wall, and I only have six hours to solve it. This is definitely the craziest thing I've ever done. I'm also solving a 1,000-digit problem, a 100-digit problem. But first, I'm gonna solve a 10-digit problem. That was fast. Now I'm gonna solve a 100-digit math problem. And if Zach can hit a bullseye before I solve this, I get stunned. Okay, go.","['Educational', 'math']"
https://www.youtube.com/watch?v=5sVe4m2lc0A&pp=ygUEbWF0aA%3D%3D, math quiz for kids 3 multiplied by 4 is equal to 12 3 multiplied by 4 is 12 4 plus 3 is equal to,"['Educational', 'math']"
https://www.youtube.com/watch?v=ppQGfkWIjGs&pp=ygUEbWF0aA%3D%3D," Okay, let's go ahead and put our calculators away and figure out what the answer is to this problem here. So we have 5 divided by parentheses 8 times 4 divided by 16 and parentheses squared. What is this equal to? Well, hopefully this is not too difficult of a problem, but if you don't understand the order of operations, unfortunately, you're going to get this wrong. I suspect a lot of you know what you're doing here.","['Educational', 'math']"
https://www.youtube.com/watch?v=hX6meNKj4O0&pp=ygUEbWF0aA%3D%3D," Alright, so it is September 1st, and it is time to open the September 2023 Member Box. This one I am excited for because I know that we are getting some kind of Puppet Master Scarecrow in this box. I'm also excited for this... Hey, there's Davide! Hello, Davide!","['Educational', 'math']"
https://www.youtube.com/watch?v=n0FZhQ_GkKw&pp=ygUEbWF0aA%3D%3D," Let's learn fractions. Understanding fractions can be easy as one, two, three. Just watch this video and you'll be using fractions with ease. It's easy to count whole things, like a pizza, a pie, or a donut. But what if we only had part of one? How would we count it then? We'd use fractions. A fraction looks like this.","['Educational', 'math']"
https://www.youtube.com/watch?v=iLXNBiGJAGs&pp=ygUEbWF0aA%3D%3D," Hey, are you a math whiz? Sure you are. Let's do some addition. 1 Danny plus 1 Danny equals 2 Dannys. 1 Pat-Pat plus 2 Pat-Pats equals 3 Pat-Pats.","['Educational', 'math']"
https://www.youtube.com/watch?v=qJwecTgce6c&pp=ygUEbWF0aA%3D%3D," Hi, I'm Rob. Welcome to Math Antics. In this lesson, we're going to learn about another important geometry quantity called volume. Specifically, we're going to learn what volume is, and what kind of units we use to measure volume, and how we can calculate the volumes of a few simple geometric shapes. The first thing you need to know is that volume is a quantity that all three-dimensional objects have. But to understand what it means, it will help if we back up just a little and start out with a one-dimensional object like this line segment.","['Educational', 'math']"
https://www.youtube.com/watch?v=iJCDFdEwBjM&pp=ygUEbWF0aA%3D%3D," Hello students, welcome to our channel Vibrate Education. Today we are going to talk about FAE2 exam or Formative Assessment 2 exam by Mathematics. Let's start the video.","['Educational', 'math']"
https://www.youtube.com/watch?v=qmfXyR7Z6Lk&pp=ygUEbWF0aA%3D%3D," You've probably noticed that we've been talking an awful lot about fractions around here lately. Well, now I'm going to tell you something you can do with fractions that's really easy. No, no… not juggling fractions. Although that is pretty easy… for me. I'm talking about something even easier than that. I'm talking about multiplying fractions.","['Educational', 'math']"
https://www.youtube.com/watch?v=pefx0FPuLls&pp=ygUEbWF0aA%3D%3D, AC Crew! AC!,"['Educational', 'math']"
https://www.youtube.com/watch?v=tosA9Puf9sM&pp=ygUEbWF0aA%3D%3D," One, three, three. Two, three, six. Three, three, nine. Come on, stand up. You also have to study. One, two, four. Seven and a half, seven. Two, two, five. Eight and a half, eight. Come on, you also stand up. Come on, get lost from here. Useless fellow.","['Educational', 'math']"
